MouseID,ExpDate,en,ProbeName,imec,epoch,InitDepth,clusterID,Amp (uV),SpikeN,posX,posY,peakt,ClusterDepth (um),CCFName,CCFAcronym,CCFColor,Peak (uV),Trough (uV),PTratio,Duration (ms),Footprint (um),artefacts,label,new_label
ZYE_0008,10/31/2020,3,p1,1,15,250,15,149,1199,2,18,42,3898,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,44.9,-104.3,0.4,0.37,74,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,19,392,1540,3,29,42,3832,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,131.9,-260,0.5,0.37,79,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,21,376,284,1,30,42,3826,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,165.8,-210.4,0.8,0.43,72,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,27,493,704,2,38,42,3778,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,217.2,-276.3,0.8,0.37,64,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,30,145,4315,8,40,42,3766,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,38.2,-106.9,0.4,0.33,33,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,36,258,1213,1,46,42,3730,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,76.6,-181.3,0.4,0.37,73,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,40,152,545,8,48,42,3718,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,53.8,-97.7,0.6,0.33,49,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,46,194,2741,1,13,42,3928,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,63,-131.2,0.5,0.47,53,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,47,238,1458,8,18,42,3898,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,77.9,-159.9,0.5,0.33,51,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,67,255,471,1,3,42,3988,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,82.9,-172.5,0.5,0.37,68,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,70,163,3752,1,31,42,3820,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,57,-106.3,0.5,0.4,64,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,15,250,72,141,554,1,27,42,3844,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,47.3,-93.6,0.5,0.37,33,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,0,113,1587,1,5,42,4226,Reticular nucleus of the thalamus,RT,FF909F,40.6,-72.6,0.6,0.43,48,0,RT,others
ZYE_0008,10/31/2020,3,p1,1,16,250,1,155,4235,1,10,42,4196,Reticular nucleus of the thalamus,RT,FF909F,52.1,-103.1,0.5,0.5,67,0,RT,others
ZYE_0008,10/31/2020,3,p1,1,16,250,5,253,822,1,14,42,4172,Reticular nucleus of the thalamus,RT,FF909F,84,-169.3,0.5,0.4,72,0,RT,others
ZYE_0008,10/31/2020,3,p1,1,16,250,6,366,1929,1,16,42,4160,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,122.2,-243.9,0.5,0.47,71,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,10,418,72,8,23,42,4118,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,130,-287.7,0.5,0.4,70,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,14,179,7230,1,25,42,4106,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,52,-126.9,0.4,0.5,73,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,15,273,6262,1,29,42,4082,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,88.6,-184.6,0.5,0.5,75,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,17,171,3143,8,32,42,4064,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,46.4,-124.7,0.4,0.4,43,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,22,204,7224,4,37,42,4034,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,67.9,-135.8,0.5,0.43,58,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,24,413,1916,1,39,41,4022,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,128.3,-284.9,0.5,0.37,75,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,28,290,7977,2,43,43,3998,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,94.1,-196.3,0.5,0.4,59,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,33,97,917,3,6,41,4220,Reticular nucleus of the thalamus,RT,FF909F,33.4,-64,0.5,0.53,48,0,RT,others
ZYE_0008,10/31/2020,3,p1,1,16,250,35,239,1596,1,20,42,4136,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,83.6,-155,0.5,0.4,87,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,39,134,6579,8,33,41,4058,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,42.9,-90.7,0.5,0.5,38,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,44,203,3580,8,39,41,4022,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,56.7,-145.9,0.4,0.4,39,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,47,271,2414,1,46,42,3980,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,92.2,-179.1,0.5,0.43,62,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,58,198,4479,2,39,41,4022,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,65.5,-132.3,0.5,0.47,92,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,60,202,2211,3,48,41,3968,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,56,-145.7,0.4,0.33,35,0,VPL,VPL
ZYE_0008,10/31/2020,3,p1,1,16,250,62,170,5019,1,35,43,4046,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,60.7,-109.7,0.6,0.37,68,0,VPL,VPL
ZYE_0008,11/04/2020,1,p1,0,1,250,6,127,2030,8,12,41,434,Secondary motor area layer 2/3,MOs2/3,1F9D5A,41.6,-85,0.5,0.77,49,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,1,250,7,109,1136,8,14,41,422,Secondary motor area layer 2/3,MOs2/3,1F9D5A,35.2,-74.1,0.5,0.83,49,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,1,250,9,104,521,8,17,42,404,Secondary motor area layer 2/3,MOs2/3,1F9D5A,31.8,-71.8,0.4,0.77,44,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,1,250,21,102,466,8,31,41,320,Secondary motor area layer 2/3,MOs2/3,1F9D5A,25.3,-76.4,0.3,0.63,27,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,1,250,30,111,465,6,42,42,254,Secondary motor area layer 2/3,MOs2/3,1F9D5A,79.9,-31.5,2.5,0.87,18,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,1,250,42,111,377,8,16,42,410,Secondary motor area layer 2/3,MOs2/3,1F9D5A,36,-75.3,0.5,0.8,45,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,0,130,318,6,1,42,750,Secondary motor area layer 5,MOs5,1F9D5A,19.1,-111,0.2,1.03,28,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,2,193,1857,8,5,42,726,Secondary motor area layer 5,MOs5,1F9D5A,65.4,-128,0.5,0.63,61,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,4,124,3626,6,14,42,672,Secondary motor area layer 5,MOs5,1F9D5A,38.4,-85.6,0.4,0.6,80,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,5,91,2261,8,21,42,630,Secondary motor area layer 5,MOs5,1F9D5A,26.9,-63.8,0.4,0.73,49,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,7,177,891,8,23,41,618,Secondary motor area layer 5,MOs5,1F9D5A,59,-117.6,0.5,0.63,65,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,10,728,816,8,29,42,582,Secondary motor area layer 5,MOs5,1F9D5A,224.3,-503.4,0.4,0.5,89,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,16,95,4381,4,29,41,582,Secondary motor area layer 5,MOs5,1F9D5A,32.2,-63.2,0.5,0.73,79,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,20,55,5712,7,42,40,504,Secondary motor area layer 5,MOs5,1F9D5A,17.6,-37.1,0.5,1,21,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,25,112,5540,5,17,43,654,Secondary motor area layer 5,MOs5,1F9D5A,28.9,-83.3,0.3,0.57,88,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,27,116,549,8,26,42,600,Secondary motor area layer 5,MOs5,1F9D5A,30.3,-86,0.4,0.6,60,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,30,619,375,8,29,39,582,Secondary motor area layer 5,MOs5,1F9D5A,204.8,-414.5,0.5,0.5,95,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,31,118,938,6,47,42,474,Secondary motor area layer 2/3,MOs2/3,1F9D5A,38.6,-78.9,0.5,0.73,64,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,33,142,478,8,26,42,600,Secondary motor area layer 5,MOs5,1F9D5A,36.2,-106,0.3,0.63,45,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,2,250,43,117,665,8,15,41,666,Secondary motor area layer 5,MOs5,1F9D5A,45.4,-71.9,0.6,0.6,44,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,0,151,130,8,1,41,1000,Secondary motor area layer 6a,MOs6a,1F9D5A,71.9,-78.8,0.9,0.57,41,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,8,159,253,7,8,42,958,Secondary motor area layer 5,MOs5,1F9D5A,90.9,-68.3,1.3,0.73,32,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,9,257,2450,8,11,41,940,Secondary motor area layer 5,MOs5,1F9D5A,58.2,-198.9,0.3,0.83,38,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,10,226,279,8,18,43,898,Secondary motor area layer 5,MOs5,1F9D5A,59.6,-166.6,0.4,0.53,73,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,11,191,363,7,15,41,916,Secondary motor area layer 5,MOs5,1F9D5A,45.5,-145.9,0.3,0.23,13,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,19,118,3090,8,27,42,844,Secondary motor area layer 5,MOs5,1F9D5A,36.2,-81.9,0.4,0.6,20,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,20,138,2994,8,32,41,814,Secondary motor area layer 5,MOs5,1F9D5A,39.9,-98.1,0.4,0.7,40,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,22,228,2255,8,46,44,730,Secondary motor area layer 5,MOs5,1F9D5A,70.1,-157.7,0.4,0.57,97,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,37,98,957,8,34,43,802,Secondary motor area layer 5,MOs5,1F9D5A,28.9,-69,0.4,0.6,23,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,38,233,1635,8,46,41,730,Secondary motor area layer 5,MOs5,1F9D5A,78,-154.9,0.5,0.6,96,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,3,250,40,97,914,8,31,41,820,Secondary motor area layer 5,MOs5,1F9D5A,21.7,-75.3,0.3,0.5,28,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,5,399,201,3,7,42,1214,Secondary motor area layer 6a,MOs6a,1F9D5A,52.1,-346.5,0.2,0.77,42,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,6,174,155,8,6,42,1220,Secondary motor area layer 6a,MOs6a,1F9D5A,40.7,-133,0.3,0.67,30,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,8,439,1112,3,8,42,1208,Secondary motor area layer 6a,MOs6a,1F9D5A,62.1,-376.8,0.2,0.73,44,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,9,120,486,8,9,41,1202,Secondary motor area layer 6a,MOs6a,1F9D5A,25.2,-94.3,0.3,0.3,23,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,11,421,117,3,9,42,1202,Secondary motor area layer 6a,MOs6a,1F9D5A,73.9,-347.1,0.2,0.57,46,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,13,52,357,8,10,40,1196,Secondary motor area layer 6a,MOs6a,1F9D5A,19.2,-32.5,0.6,0.73,8,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,14,210,922,1,13,42,1178,Secondary motor area layer 6a,MOs6a,1F9D5A,64.7,-145.1,0.4,0.73,48,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,18,328,1669,1,22,42,1124,Secondary motor area layer 6a,MOs6a,1F9D5A,118.5,-209.5,0.6,0.67,58,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,22,397,86,7,27,42,1094,Secondary motor area layer 6a,MOs6a,1F9D5A,165.7,-231.1,0.7,0.5,79,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,32,379,122,6,27,31,1094,Secondary motor area layer 6a,MOs6a,1F9D5A,156.3,-222.3,0.7,0.5,81,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,33,397,133,7,27,42,1094,Secondary motor area layer 6a,MOs6a,1F9D5A,153.5,-244,0.6,0.47,81,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,48,136,126,1,40,43,1016,Secondary motor area layer 6a,MOs6a,1F9D5A,42.3,-93.4,0.5,0.5,65,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,49,248,127,2,36,43,1040,Secondary motor area layer 6a,MOs6a,1F9D5A,68.8,-179.5,0.4,0.5,99,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,51,81,555,8,12,42,1184,Secondary motor area layer 6a,MOs6a,1F9D5A,22.4,-58.6,0.4,0.67,25,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,4,250,52,72,371,8,13,43,1178,Secondary motor area layer 6a,MOs6a,1F9D5A,22.5,-49.6,0.5,0.53,22,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,0,55,827,1,1,43,1500,Primary motor area Layer 6a,MOp6a,1F9D5A,18.7,-36.1,0.5,0.93,18,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,1,172,153,5,1,41,1500,Primary motor area Layer 6a,MOp6a,1F9D5A,41.5,-130.3,0.3,0.73,47,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,7,87,1270,1,6,41,1470,Primary motor area Layer 6a,MOp6a,1F9D5A,25.3,-61.4,0.4,0.87,59,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,8,242,2001,6,7,42,1464,Primary motor area Layer 6a,MOp6a,1F9D5A,53.6,-188.2,0.3,0.73,46,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,9,255,75,5,8,42,1458,Primary motor area Layer 6a,MOp6a,1F9D5A,58.2,-196.4,0.3,0.5,57,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,12,199,225,8,10,42,1446,Primary motor area Layer 6a,MOp6a,1F9D5A,54.7,-144.3,0.4,0.47,36,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,19,246,1157,8,16,42,1410,Primary motor area Layer 6a,MOp6a,1F9D5A,68.9,-176.7,0.4,0.4,37,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,20,99,1978,1,18,42,1398,Primary motor area Layer 6a,MOp6a,1F9D5A,31.8,-67.6,0.5,0.67,39,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,21,155,1367,1,18,41,1398,Primary motor area Layer 6a,MOp6a,1F9D5A,49.8,-105.4,0.5,0.53,40,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,23,371,374,1,22,42,1374,Primary motor area Layer 6a,MOp6a,1F9D5A,89.3,-281.8,0.3,0.53,57,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,25,359,2793,1,23,42,1368,Primary motor area Layer 6a,MOp6a,1F9D5A,78,-280.7,0.3,0.5,53,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,30,88,377,7,31,42,1320,Primary motor area Layer 6a,MOp6a,1F9D5A,57.6,-30.5,1.9,0.47,0,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,31,98,418,8,33,41,1308,Primary motor area Layer 6a,MOp6a,1F9D5A,33.2,-64.4,0.5,0.37,32,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,33,109,439,3,37,42,1284,Primary motor area Layer 6a,MOp6a,1F9D5A,72.3,-36.5,2,0.77,18,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,34,111,890,5,42,42,1254,Primary motor area Layer 6a,MOp6a,1F9D5A,14.6,-96.8,0.2,0.6,24,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,37,156,1693,3,48,41,1218,Secondary motor area layer 6a,MOs6a,1F9D5A,34.4,-121.6,0.3,0.6,42,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,39,41,2251,1,4,42,1482,Primary motor area Layer 6a,MOp6a,1F9D5A,15.3,-25.4,0.6,0.8,11,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,42,70,2612,1,1,42,1500,Primary motor area Layer 6a,MOp6a,1F9D5A,22.2,-47.7,0.5,0.8,30,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,5,250,43,129,1270,8,33,41,1308,Primary motor area Layer 6a,MOp6a,1F9D5A,46,-82.8,0.6,0.37,38,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,1,125,2447,3,3,45,1738,corpus callosum,cc,CCCCCC,96.8,-28.1,3.4,0.2,8,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,6,250,2,109,9932,4,4,42,1732,corpus callosum,cc,CCCCCC,88,-20.8,4.2,1.07,0,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,6,250,4,161,500,6,7,42,1714,corpus callosum,cc,CCCCCC,41.6,-118.9,0.4,0.2,15,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,6,250,5,118,494,4,8,43,1708,corpus callosum,cc,CCCCCC,91,-27.2,3.4,0.2,13,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,6,250,9,204,355,5,10,41,1696,corpus callosum,cc,CCCCCC,56.4,-147.9,0.4,0.23,15,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,6,250,10,146,504,8,12,41,1684,Primary motor area Layer 6a,MOp6a,1F9D5A,37.4,-108.6,0.3,0.4,37,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,13,120,390,4,15,42,1666,Primary motor area Layer 6a,MOp6a,1F9D5A,22.2,-98,0.2,0.3,10,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,14,125,458,7,14,42,1672,Primary motor area Layer 6a,MOp6a,1F9D5A,28.9,-96.6,0.3,0.3,10,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,15,115,3415,4,20,42,1636,Primary motor area Layer 6a,MOp6a,1F9D5A,25.9,-88.8,0.3,0.4,12,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,17,164,215,1,27,42,1594,Primary motor area Layer 6a,MOp6a,1F9D5A,28,-135.7,0.2,0.33,13,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,19,307,267,8,29,42,1582,Primary motor area Layer 6a,MOp6a,1F9D5A,68.9,-238.1,0.3,0.47,41,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,21,202,898,1,30,41,1576,Primary motor area Layer 6a,MOp6a,1F9D5A,51.2,-151.2,0.3,0.8,48,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,25,220,53,8,32,42,1564,Primary motor area Layer 6a,MOp6a,1F9D5A,37.6,-182.6,0.2,0.3,11,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,27,214,333,8,33,41,1558,Primary motor area Layer 6a,MOp6a,1F9D5A,37.9,-175.7,0.2,0.33,12,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,28,67,1028,8,31,43,1570,Primary motor area Layer 6a,MOp6a,1F9D5A,17.2,-50.1,0.3,0.77,26,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,29,295,973,2,35,41,1546,Primary motor area Layer 6a,MOp6a,1F9D5A,172.3,-122.7,1.4,0.83,47,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,31,140,543,7,36,41,1540,Primary motor area Layer 6a,MOp6a,1F9D5A,32.9,-107.1,0.3,0.27,15,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,33,272,322,3,38,42,1528,Primary motor area Layer 6a,MOp6a,1F9D5A,72.9,-199.4,0.4,0.53,60,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,38,79,6916,8,41,51,1510,Primary motor area Layer 6a,MOp6a,1F9D5A,17.5,-61.9,0.3,0.87,24,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,39,42,58,8,41,54,1510,Primary motor area Layer 6a,MOp6a,1F9D5A,9.9,-32.2,0.3,0.83,14,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,41,115,679,1,47,42,1474,Primary motor area Layer 6a,MOp6a,1F9D5A,35.3,-80,0.4,0.67,46,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,42,378,1992,5,47,41,1474,Primary motor area Layer 6a,MOp6a,1F9D5A,71.9,-306.5,0.2,0.43,37,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,44,367,316,5,46,42,1480,Primary motor area Layer 6a,MOp6a,1F9D5A,70.3,-297.1,0.2,0.4,37,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,48,95,361,4,14,42,1672,Primary motor area Layer 6a,MOp6a,1F9D5A,25.7,-69.6,0.4,0.3,10,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,51,128,1853,1,41,45,1510,Primary motor area Layer 6a,MOp6a,1F9D5A,43,-84.8,0.5,0.8,49,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,53,135,555,1,45,41,1486,Primary motor area Layer 6a,MOp6a,1F9D5A,43.9,-91,0.5,0.7,51,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,55,89,720,8,37,42,1534,Primary motor area Layer 6a,MOp6a,1F9D5A,23.7,-65.1,0.4,0.83,38,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,63,117,1463,1,34,42,1552,Primary motor area Layer 6a,MOp6a,1F9D5A,35.6,-81.6,0.4,0.53,45,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,64,76,1472,8,35,42,1546,Primary motor area Layer 6a,MOp6a,1F9D5A,21.8,-54.1,0.4,0.7,27,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,6,250,65,66,560,8,35,42,1546,Primary motor area Layer 6a,MOp6a,1F9D5A,22.9,-43.2,0.5,0.73,28,0,MO,MO
ZYE_0008,11/04/2020,1,p1,0,7,250,2,156,372,6,13,42,1928,corpus callosum,cc,CCCCCC,53.9,-102.4,0.5,0.27,12,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,3,96,1036,4,16,42,1910,corpus callosum,cc,CCCCCC,29.5,-66.3,0.4,0.2,11,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,4,126,258,6,19,42,1892,corpus callosum,cc,CCCCCC,22.9,-102.9,0.2,0.37,9,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,8,97,886,1,22,41,1874,corpus callosum,cc,CCCCCC,80.9,-15.8,5.1,0.33,13,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,9,166,80,2,22,42,1874,corpus callosum,cc,CCCCCC,34,-132.1,0.3,0.33,18,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,10,232,521,5,22,42,1874,corpus callosum,cc,CCCCCC,50.9,-181.1,0.3,0.33,14,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,11,141,274,3,23,42,1868,corpus callosum,cc,CCCCCC,28.5,-112.7,0.3,0.33,12,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,16,178,561,1,27,41,1844,corpus callosum,cc,CCCCCC,23.8,-154,0.2,0.3,10,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,17,130,250,4,27,42,1844,corpus callosum,cc,CCCCCC,24.3,-106.2,0.2,0.3,14,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,18,138,1415,7,28,41,1838,corpus callosum,cc,CCCCCC,45.6,-92.6,0.5,0.23,17,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,20,95,512,1,31,42,1820,corpus callosum,cc,CCCCCC,24.3,-70.5,0.3,0.33,13,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,21,246,198,2,32,42,1814,corpus callosum,cc,CCCCCC,61.7,-183.9,0.3,0.23,18,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,22,148,330,6,32,42,1814,corpus callosum,cc,CCCCCC,50.5,-97.2,0.5,0.2,11,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,24,140,531,1,36,38,1790,corpus callosum,cc,CCCCCC,42.8,-97,0.4,0.23,13,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,25,218,464,7,36,42,1790,corpus callosum,cc,CCCCCC,44.8,-172.9,0.3,0.23,14,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,26,216,1687,1,38,42,1778,corpus callosum,cc,CCCCCC,38.8,-177,0.2,0.3,14,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,27,111,920,1,37,42,1784,corpus callosum,cc,CCCCCC,31.6,-79.5,0.4,0.27,11,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,28,208,591,8,38,42,1778,corpus callosum,cc,CCCCCC,36.8,-171.2,0.2,0.37,17,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,29,255,209,4,39,42,1772,corpus callosum,cc,CCCCCC,65.3,-189.8,0.3,0.3,15,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,31,205,752,1,39,41,1772,corpus callosum,cc,CCCCCC,54.5,-150.6,0.4,0.27,14,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,32,139,116,2,40,43,1766,corpus callosum,cc,CCCCCC,50,-89.1,0.6,0.23,11,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,33,268,264,4,40,42,1766,corpus callosum,cc,CCCCCC,71.5,-196.7,0.4,0.3,17,0,cc,cc
ZYE_0008,11/04/2020,1,p1,0,7,250,34,122,525,8,40,42,1766,corpus callosum,cc,CCCCCC,25.9,-96.3,0.3,0.23,16,0,cc,cc
