MouseID,ExpDate,en,ProbeName,imec,epoch,InitDepth,clusterID,amp,SpikeN,posX,posY,peakt,ClusterDepth,peak,trough,PTratio,Sign,footprint,duration,CCFAcronym,CCFName,CCFColor,label,new_label,index,unique_list,artefacts,new_add,delete,keep
ZYE_0008,11/4/2020,1,p1,1,12,250,62,209,3976,7,33,42,3058,64,-144.8,0.4,1,55,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1524,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,63,202,697,8,33,41,3058,64.9,-136.7,0.5,1,45,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1525,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,66,204,906,7,37,43,3034,70,-134.3,0.5,1,60,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1526,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,67,206,708,8,38,42,3028,67.2,-138.6,0.5,1,48,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1527,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,68,350,156,8,40,42,3016,114.1,-235.6,0.5,1,61,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1528,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,70,520,721,7,42,42,3004,161.9,-358.5,0.5,1,73,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1529,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,74,493,1372,7,42,42,3004,158.8,-334.7,0.5,1,69,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1530,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,85,252,353,8,2,42,3244,74.8,-176.7,0.4,1,44,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1531,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,86,183,302,8,1,42,3250,53.8,-129.5,0.4,1,38,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1532,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,87,445,590,3,5,42,3226,131.5,-313.4,0.4,1,49,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1533,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,90,254,621,8,26,43,3100,90.3,-163.5,0.6,1,60,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1534,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,92,163,355,1,43,41,2998,56.4,-106.1,0.5,1,57,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1535,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,93,167,1830,1,39,42,3022,51.5,-115.2,0.4,1,57,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1536,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,12,250,99,104,303,1,33,41,3058,30.5,-73.4,0.4,1,43,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1537,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,2,146,717,6,2,41,3494,38.9,-107.2,0.4,1,41,0.63,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1538,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,6,250,57,8,1,42,3500,80.3,-169.8,0.5,1,37,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1539,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,11,852,726,4,4,44,3482,238.5,-613.1,0.4,1,66,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1540,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,12,199,2523,6,3,41,3488,52.5,-146.5,0.4,1,43,0.57,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1541,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,13,860,717,4,4,42,3482,234.6,-625,0.4,1,67,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1542,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,41,116,3283,4,12,38,3434,66.9,-48.9,1.4,0,31,0.1,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1543,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,46,140,6522,4,16,70,3410,22.3,-117.7,0.2,1,30,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1544,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,49,363,268,4,14,42,3422,104.4,-258.7,0.4,1,40,0.7,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1545,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,53,347,10430,4,16,42,3410,108.3,-238.8,0.5,1,46,0.63,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1546,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,57,404,777,1,19,42,3392,118.8,-285,0.4,1,59,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1547,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,62,266,1082,8,22,42,3374,78.2,-188.2,0.4,1,57,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1548,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,64,134,3323,7,26,42,3350,50.7,-83.7,0.6,1,36,0.57,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1549,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,70,559,144,1,27,42,3344,176.9,-381.7,0.5,1,56,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1550,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,81,152,668,1,31,42,3320,61.7,-90.5,0.7,1,69,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1551,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,82,409,2768,8,32,42,3314,121.6,-287.8,0.4,1,48,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1552,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,83,278,812,8,33,41,3308,101,-176.8,0.6,1,50,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1553,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,86,516,184,8,35,42,3296,167,-348.7,0.5,1,52,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1554,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,98,233,966,8,43,42,3248,68.3,-164.9,0.4,1,38,0.23,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1555,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,99,181,1538,7,43,42,3248,64.3,-116.5,0.6,1,43,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1556,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,101,182,655,7,46,42,3230,59.6,-122.1,0.5,1,45,0.2,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1557,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,102,184,9590,1,48,41,3218,51,-132.9,0.4,1,30,0.7,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1558,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,110,113,1749,3,13,39,3428,71.9,-41.5,1.7,0,33,0.1,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1559,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,111,210,485,6,12,41,3434,74.8,-134.8,0.6,1,53,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1560,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,128,143,626,8,44,41,3242,37,-106.1,0.3,1,31,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1561,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,139,371,319,1,48,41,3218,112.7,-257.8,0.4,1,57,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1562,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,13,250,145,194,716,1,31,42,3320,77.5,-116.7,0.7,1,72,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1563,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,0,93,5941,1,1,41,3750,61.2,-31.4,1.9,0,13,0.73,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1564,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,7,445,1902,8,9,42,3702,154.3,-290.8,0.5,1,51,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1565,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,23,347,3507,8,3,41,3738,104.9,-242.4,0.4,1,50,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1566,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,28,164,237,2,3,38,3738,119.8,-44,2.7,0,38,0.2,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1567,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,34,149,6698,8,8,41,3708,46.2,-102.4,0.5,1,39,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1568,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,39,707,442,1,11,42,3690,205.5,-502,0.4,1,61,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1569,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,42,688,232,1,12,42,3684,212.2,-476.2,0.4,1,63,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1570,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,52,1226,96,8,18,41,3648,411.6,-814.7,0.5,1,52,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1571,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,55,996,63,8,20,42,3636,335.3,-660.5,0.5,1,49,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1572,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,56,1490,1303,8,18,42,3648,494,-995.5,0.5,1,56,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1573,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,61,1268,843,8,20,43,3636,442.1,-825.6,0.5,1,57,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1574,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,65,1300,2243,8,19,42,3642,443,-857.2,0.5,1,57,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1575,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,71,1468,215,8,20,42,3636,479.8,-988.3,0.5,1,59,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1576,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,78,145,3597,1,22,42,3624,50.5,-94,0.5,1,52,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1577,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,79,1524,829,8,21,42,3630,458,-1066.4,0.4,1,60,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1578,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,92,1226,736,8,21,42,3630,383.8,-842.7,0.5,1,55,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1579,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,94,144,789,1,22,42,3624,47.4,-96.9,0.5,1,53,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1580,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,122,987,100,1,35,41,3546,307.8,-679.6,0.5,1,63,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1581,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,160,133,4576,1,41,41,3510,15.6,-117.2,0.1,1,49,0.17,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1582,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,173,291,5282,6,47,42,3474,93.1,-198.1,0.5,1,50,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1583,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,184,246,227,8,5,39,3726,78.3,-167.2,0.5,1,59,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1584,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,189,1469,346,8,23,42,3618,376.7,-1092.3,0.3,1,69,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1585,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,210,158,432,1,41,42,3510,16.8,-140.9,0.1,1,51,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1586,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,214,197,6032,6,1,42,3750,58.7,-138.3,0.4,1,51,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1587,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,216,190,1903,1,13,42,3678,57.3,-132.9,0.4,1,49,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1588,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,228,167,951,1,42,42,3504,36.3,-130.8,0.3,1,35,0.17,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1589,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,14,250,229,112,3065,4,3,42,3738,23.3,-88.4,0.3,1,53,0.67,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1590,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,3,239,3783,6,2,42,3994,63.3,-176.1,0.4,1,72,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1591,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,5,164,728,5,3,41,3988,27.9,-136.1,0.2,1,7,0.23,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1592,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,7,250,2450,8,2,41,3994,82.4,-167.9,0.5,1,53,0.5,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1593,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,8,93,9997,6,4,42,3982,24.8,-68,0.4,1,10,0.2,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1594,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,13,851,71,2,9,42,3952,223.8,-627,0.4,1,67,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1595,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,14,740,153,2,9,42,3952,177.7,-562,0.3,1,63,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1596,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,15,216,210,8,9,41,3952,63.3,-152.8,0.4,1,46,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1597,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,20,938,61,2,10,43,3946,245.5,-692.9,0.4,1,68,0.53,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1598,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,21,874,1119,2,11,42,3940,224.8,-648.7,0.3,1,59,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1599,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,22,805,2064,2,11,41,3940,207.9,-596.7,0.3,1,57,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1600,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,24,432,1453,8,11,42,3940,140.7,-291,0.5,1,45,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1601,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,25,575,115,8,13,43,3928,167.4,-408,0.4,1,65,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1602,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,31,534,6784,8,15,42,3916,150.8,-382.8,0.4,1,59,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1603,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,32,258,5440,8,15,42,3916,95.2,-162.9,0.6,1,49,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1604,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,33,268,1720,1,17,42,3904,71.7,-196,0.4,1,55,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1605,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,34,1565,165,8,18,43,3898,445.8,-1119.5,0.4,1,61,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1606,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,36,1549,180,6,19,43,3892,390.1,-1159,0.3,1,64,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1607,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,37,1740,88,7,18,43,3898,547.6,-1192.6,0.5,1,60,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1608,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,38,1702,84,7,18,44,3898,532.7,-1169.2,0.5,1,62,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1609,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,41,1733,81,7,18,43,3898,542,-1190.6,0.5,1,59,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1610,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,45,1809,74,7,18,43,3898,575.9,-1233.1,0.5,1,61,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1611,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,54,1653,372,6,20,41,3886,479.9,-1173.6,0.4,1,71,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1612,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,59,453,487,1,25,42,3856,130.5,-322.3,0.4,1,60,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1613,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,65,790,1298,1,27,41,3844,239.1,-550.6,0.4,1,58,0.27,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1614,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,66,425,254,1,25,42,3856,115.9,-308.9,0.4,1,53,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1615,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,68,222,2212,8,29,42,3832,58.4,-163.9,0.4,1,59,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1616,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,72,833,643,1,27,36,3844,253.6,-579.2,0.4,1,60,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1617,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,82,409,283,7,35,43,3796,98.2,-311,0.3,1,55,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1618,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,87,78,10033,1,40,47,3766,25.5,-52.2,0.5,1,27,0.53,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1619,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,90,490,6281,7,36,42,3790,131.3,-358.5,0.4,1,62,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1620,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,100,207,2821,8,43,42,3748,69.2,-137.4,0.5,1,39,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1621,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,105,340,344,8,48,41,3718,102.4,-237.7,0.4,1,44,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1622,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,107,206,505,8,2,42,3994,57.8,-148.1,0.4,1,49,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1623,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,110,114,9302,7,7,42,3964,23.9,-89.9,0.3,1,42,0.2,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1624,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,111,228,696,5,8,43,3958,71.8,-156.5,0.5,1,53,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1625,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,113,227,1762,1,16,42,3910,72.4,-154.4,0.5,1,55,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1626,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,114,343,1571,8,27,41,3844,111.7,-231.4,0.5,1,66,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1627,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,120,346,407,8,47,41,3724,115.8,-230.2,0.5,1,38,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1628,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,124,157,540,1,6,42,3970,43.7,-113.2,0.4,1,40,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1629,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,125,244,4024,8,3,41,3988,68,-175.9,0.4,1,41,0.3,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1630,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,127,165,876,1,39,42,3772,49.8,-114.8,0.4,1,56,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1631,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,128,177,359,8,43,42,3748,54,-122.7,0.4,1,56,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1632,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,15,250,134,133,785,1,4,42,3982,39.9,-93.2,0.4,1,38,0.37,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,1633,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,0,637,316,1,1,41,4250,181.2,-455.6,0.4,1,60,0.4,VAL,Ventral anterior-lateral complex of the thalamus,FF8084,VAL,others,1634,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,1,196,32202,1,1,42,4250,53.3,-143,0.4,1,20,0.17,VAL,Ventral anterior-lateral complex of the thalamus,FF8084,VAL,others,1635,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,2,186,34067,8,1,42,4250,58.5,-127.5,0.5,1,18,0.23,VAL,Ventral anterior-lateral complex of the thalamus,FF8084,VAL,others,1636,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,3,671,717,1,2,42,4244,196.9,-474.3,0.4,1,79,0.37,VAL,Ventral anterior-lateral complex of the thalamus,FF8084,VAL,others,1637,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,4,224,304,1,2,42,4244,35.8,-187.8,0.2,1,29,0.13,VAL,Ventral anterior-lateral complex of the thalamus,FF8084,VAL,others,1638,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,5,183,36201,8,1,43,4250,45.6,-137.8,0.3,1,56,0.53,VAL,Ventral anterior-lateral complex of the thalamus,FF8084,VAL,others,1639,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,6,720,2198,1,3,41,4238,227.1,-493,0.5,1,73,0.33,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,1640,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,7,207,1605,7,4,42,4232,61.9,-144.9,0.4,1,54,0.47,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,1641,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,9,220,9898,7,4,42,4232,42.1,-177.4,0.2,1,26,0.17,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,1642,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,12,379,8955,6,6,42,4220,120.9,-258.1,0.5,1,61,0.57,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,1643,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,13,252,36033,7,7,42,4214,42.2,-209.5,0.2,1,37,0.17,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,1644,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,14,264,3582,5,9,41,4202,92.9,-170.8,0.5,1,66,0.43,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,1645,1,0,0,0,1
ZYE_0008,11/4/2020,1,p1,1,16,250,16,311,375,7,8,42,4208,52.1,-259.3,0.2,1,35,0.2,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,1646,1,0,0,0,1
