MouseID,ExpDate,en,ProbeName,imec,epoch,InitDepth,clusterID,amp,SpikeN,posX,posY,peakt,ClusterDepth,CCFCoord_1,CCFCoord_2,CCFCoord_3,CCFName,CCFAcronym,CCFColor,peak,trough,PTratio,duration,footprint,label,artefacts,duration_AS
ZYE_0008,11/4/2020,1,p1,1,12,250,51,270,907,8,21,42,3130,153,299,246,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,97.06788,-172.66392,0.562178132,0.47,64,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,12,250,54,71,16552,1,25,42,3106,152,299,246,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,19.22544,-51.60636,0.372540129,0.77,26,VPM,0,0.73
ZYE_0008,11/4/2020,1,p1,1,12,250,56,268,304,8,25,44,3106,152,299,246,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,96.88302,-170.85978,0.567032335,0.5,56,VPM,0,0.5
ZYE_0008,11/4/2020,1,p1,1,12,250,57,145,168,7,27,41,3094,152,299,246,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,45.83358,-99.08262,0.462579411,0.4,56,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,12,250,59,219,531,8,28,41,3088,151,300,246,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,67.96296,-150.56964,0.451372269,0.5,44,VPM,0,0.5
ZYE_0008,11/4/2020,1,p1,1,12,250,61,219,604,8,31,42,3070,151,300,246,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,62.44056,-156.63024,0.398649456,0.43,49,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,12,250,62,209,3976,7,33,42,3058,150,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,64.04346,-144.80154,0.442284385,0.47,55,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,12,250,63,202,697,8,33,41,3058,150,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,64.87416,-136.74024,0.474433568,0.47,45,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,12,250,66,204,906,7,37,43,3034,149,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,70.02216,-134.33004,0.521269554,0.37,60,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,12,250,67,206,708,8,38,42,3028,149,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,67.21416,-138.63564,0.48482598,0.4,48,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,12,250,68,350,156,8,40,42,3016,148,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,114.1218,-235.5912,0.484406039,0.43,61,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,12,250,70,520,721,7,42,42,3004,148,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,161.90226,-358.49034,0.451622378,0.43,73,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,12,250,74,493,1372,7,42,42,3004,148,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,158.78538,-334.67382,0.474448166,0.43,69,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,12,250,85,252,353,8,2,42,3244,158,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,74.81916,-176.70744,0.42340696,0.27,44,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,12,250,86,183,302,8,1,42,3250,158,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,53.75448,-129.46752,0.415196645,0.3,38,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,12,250,87,445,590,3,5,42,3226,157,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,131.53608,-313.41492,0.419686721,0.4,49,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,12,250,90,254,621,8,26,43,3100,152,299,246,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,90.30762,-163.53558,0.552220012,0.47,60,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,12,250,92,163,355,1,43,41,2998,148,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,56.40804,-106.12836,0.531507695,0.47,57,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,12,250,93,167,1830,1,39,42,3022,149,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,51.52914,-115.21926,0.447226792,0.43,57,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,12,250,99,104,303,1,33,41,3058,150,300,245,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,30.49722,-73.44558,0.415235607,0.47,43,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,13,250,2,146,717,6,2,41,3494,168,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,38.8557,-107.1837,0.362515009,0.63,41,VPM,0,0.63
ZYE_0008,11/4/2020,1,p1,1,13,250,6,250,57,8,1,42,3500,169,298,250,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,80.262,-169.8306316,0.472600256,0.3,37,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,13,250,11,852,726,4,4,44,3482,168,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,238.51386,-613.12914,0.389010804,0.33,66,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,13,250,12,199,2523,6,3,41,3488,168,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,52.45578,-146.51442,0.358024691,0.57,43,VPM,0,0.57
ZYE_0008,11/4/2020,1,p1,1,13,250,13,860,717,4,4,42,3482,168,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,234.63648,-625.00932,0.37541277,0.33,67,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,13,250,41,116,3283,4,12,38,3434,166,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,66.924,-48.906,1.368421053,-0.1,26,VPM,0,0.9
ZYE_0008,11/4/2020,1,p1,1,13,250,46,140,6522,4,16,70,3410,165,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,22.26042,-117.71838,0.189098933,0.4,30,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,13,250,49,363,268,4,14,42,3422,165,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,104.42718,-258.67062,0.403707155,0.7,40,VPM,0,0.7
ZYE_0008,11/4/2020,1,p1,1,13,250,53,347,10430,4,16,42,3410,165,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,108.34902,-238.78998,0.453741903,0.67,46,VPM,0,0.63
ZYE_0008,11/4/2020,1,p1,1,13,250,57,404,777,1,19,42,3392,164,298,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,118.77606,-284.96754,0.416805577,0.27,59,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,13,250,62,266,1082,8,22,42,3374,163,298,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,78.1911,-188.2413,0.415376966,0.3,57,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,13,250,64,134,3323,7,26,42,3350,162,298,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,50.67738,-83.66202,0.605739379,-0.17,36,VPM,0,0.57
ZYE_0008,11/4/2020,1,p1,1,13,250,70,559,144,1,27,42,3344,162,298,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,176.92506,-381.74994,0.46345799,0.27,56,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,13,250,81,152,668,1,31,42,3320,161,299,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,61.74558,-90.51822,0.682134271,0.37,69,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,13,250,82,409,2768,8,32,42,3314,161,299,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,121.59576,-287.81064,0.422485284,0.33,48,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,13,250,83,278,812,8,33,41,3308,160,299,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,101.0178,-176.8338,0.571258436,0.33,50,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,13,250,86,516,184,8,35,42,3296,160,299,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,166.96602,-348.69978,0.478824564,0.27,52,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,13,250,98,233,966,8,43,42,3248,158,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,68.32332,-164.92788,0.414261797,0.23,38,VPM,0,0.23
ZYE_0008,11/4/2020,1,p1,1,13,250,99,181,1538,7,43,42,3248,158,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,64.33362,-116.54838,0.551990684,0.3,43,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,13,250,101,182,655,7,46,42,3230,157,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,59.56236,-122.09184,0.487848819,0.23,45,VPM,0,0.2
ZYE_0008,11/4/2020,1,p1,1,13,250,102,184,9590,1,48,41,3218,157,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,51.0354,-132.912,0.383978873,0.73,30,VPM,0,0.7
ZYE_0008,11/4/2020,1,p1,1,13,250,110,113,1749,3,13,39,3428,165,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,71.93394,-41.48586,1.733938744,-0.1,29,VPM,0,0.2
ZYE_0008,11/4/2020,1,p1,1,13,250,111,210,485,6,12,41,3434,166,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,74.81916,-134.75124,0.555239121,0.33,53,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,13,250,128,143,626,8,44,41,3242,158,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,37.0188,-106.1424,0.348765432,0.4,31,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,13,250,139,371,319,1,48,41,3218,157,299,247,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,112.72248,-257.79312,0.437259458,0.3,57,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,13,250,145,194,716,1,31,42,3320,161,299,248,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,77.46102,-116.68878,0.663825777,0.33,72,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,14,250,0,93,5941,1,1,41,3750,178,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,61.16994,-31.42386,1.946608087,-0.7,6,VPM,0,0.67
ZYE_0008,11/4/2020,1,p1,1,14,250,7,445,1902,8,9,42,3702,176,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,154.30194,-290.76606,0.530673834,0.33,51,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,14,250,23,347,3507,8,3,41,3738,177,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,104.90454,-242.39826,0.432777612,0.43,50,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,14,250,28,164,237,2,3,38,3738,177,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,119.83608,-43.96392,2.725782414,-0.17,16,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,14,250,34,149,6698,8,8,41,3708,176,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,46.21968,-102.39372,0.451391746,0.4,39,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,14,250,39,707,442,1,11,42,3690,175,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,205.48008,-501.99552,0.409326521,0.3,61,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,14,250,42,688,232,1,12,42,3684,175,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,212.16546,-476.16894,0.445567617,0.27,63,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,14,250,52,1226,96,8,18,41,3648,175,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,411.649875,-814.705125,0.505274685,0.43,52,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,14,250,55,996,63,8,20,42,3636,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,335.2625714,-660.5374286,0.507560294,0.4,49,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,14,250,56,1490,1303,8,18,42,3648,175,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,493.98102,-995.52258,0.496202728,0.4,56,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,14,250,61,1268,843,8,20,43,3636,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,442.08684,-825.63156,0.535452933,0.4,57,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,14,250,65,1300,2243,8,19,42,3642,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,442.9971,-857.2473,0.516766982,0.4,57,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,14,250,71,1468,215,8,20,42,3636,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,479.81466,-988.34814,0.485471304,0.4,59,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,14,250,78,145,3597,1,22,42,3624,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,50.54634,-93.97206,0.5378869,0.33,52,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,14,250,79,1524,829,8,21,42,3630,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,457.9848,-1066.3614,0.429483663,0.4,60,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,14,250,92,1226,736,8,21,42,3630,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,383.80914,-842.65506,0.455475981,0.4,55,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,14,250,94,144,789,1,22,42,3624,174,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,47.43648,-96.91812,0.489449032,0.3,53,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,14,250,122,987,100,1,35,41,3546,170,298,250,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,307.84806,-679.58514,0.452994102,0.33,63,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,14,250,160,133,4576,1,41,41,3510,169,298,250,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,15.64992,-117.19188,0.133540993,0.17,49,VPM,0,0.17
ZYE_0008,11/4/2020,1,p1,1,14,250,173,291,5282,6,47,42,3474,167,298,249,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,93.09456,-198.09504,0.46994897,0.27,50,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,14,250,184,246,227,8,5,39,3726,177,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,78.31278,-167.22342,0.468312273,0.43,59,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,14,250,189,1469,346,8,23,42,3618,173,297,250,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,376.69554,-1092.28626,0.344868881,0.4,69,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,14,250,210,158,432,1,41,42,3510,169,298,250,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,16.84098,-140.87502,0.119545538,0.3,51,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,14,250,214,197,6032,6,1,42,3750,178,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,58.7223,-138.2589,0.424727088,0.37,51,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,14,250,216,190,1903,1,13,42,3678,175,297,251,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,57.29256,-132.94944,0.430934948,0.3,49,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,14,250,228,167,951,1,42,42,3504,169,298,250,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,36.34722,-130.77558,0.277935835,-0.13,35,VPM,0,0.17
ZYE_0008,11/4/2020,1,p1,1,14,250,229,112,3065,4,3,42,3738,177,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,23.26194,-88.37946,0.263205274,-0.1,53,VPM,0,0.67
ZYE_0008,11/4/2020,1,p1,1,15,250,3,239,3783,6,2,42,3994,188,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,63.32508,-176.08032,0.359637465,0.47,72,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,15,250,5,164,728,5,3,41,3988,188,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,27.86472,-136.14588,0.20466811,0.23,7,VPM,0,0.23
ZYE_0008,11/4/2020,1,p1,1,15,250,7,250,2450,8,2,41,3994,188,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,82.44054,-167.86926,0.491099681,0.5,53,VPM,0,0.5
ZYE_0008,11/4/2020,1,p1,1,15,250,8,93,9997,6,4,42,3982,188,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,24.76656,-67.96764,0.364387523,0.17,10,VPM,0,0.2
ZYE_0008,11/4/2020,1,p1,1,15,250,13,851,71,2,9,42,3952,186,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,223.8424225,-626.9618028,0.357027209,0.47,67,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,15,250,14,740,153,2,9,42,3952,186,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,177.65046,-561.95334,0.316130268,0.47,63,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,15,250,15,216,210,8,9,41,3952,186,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,63.31104,-152.81136,0.414308465,0.47,46,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,15,250,20,938,61,2,10,43,3946,186,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,245.5158689,-692.9392131,0.354310832,0.53,68,VPM,0,0.53
ZYE_0008,11/4/2020,1,p1,1,15,250,21,874,1119,2,11,42,3940,186,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,224.80848,-648.71352,0.346545082,0.4,59,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,15,250,22,805,2064,2,11,41,3940,186,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,207.89496,-596.69064,0.348413308,0.47,57,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,15,250,24,432,1453,8,11,42,3940,186,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,140.6691,-291.0141,0.483375548,0.43,45,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,15,250,25,575,115,8,13,43,3928,185,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,167.42934,-408.04686,0.410318903,0.33,65,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,31,534,6784,8,15,42,3916,185,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,150.79896,-382.81464,0.393921612,0.37,59,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,32,258,5440,8,15,42,3916,185,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,95.20056,-162.94824,0.584238038,0.3,49,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,15,250,33,268,1720,1,17,42,3904,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,71.66016,-195.96564,0.365677167,0.37,55,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,34,1565,165,8,18,43,3898,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,445.76298,-1119.46302,0.398193573,0.37,61,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,15,250,36,1549,180,6,19,43,3892,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,390.06396,-1158.99264,0.336554303,0.33,64,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,15,250,37,1740,88,7,18,43,3898,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,547.5839318,-1192.604932,0.459149478,0.37,60,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,38,1702,84,7,18,44,3898,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,532.6815,-1169.194929,0.455596827,0.4,62,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,15,250,41,1733,81,7,18,43,3898,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,542.022,-1190.560222,0.455266344,0.37,59,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,15,250,45,1809,74,7,18,43,3898,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,575.9056216,-1233.072486,0.467049284,0.33,61,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,15,250,54,1653,372,6,20,41,3886,184,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,479.88954,-1173.57786,0.408911548,0.33,71,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,15,250,59,453,487,1,25,42,3856,182,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,130.50882,-322.25778,0.404982682,0.47,60,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,15,250,65,790,1298,1,27,41,3844,182,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,239.0778,-550.5786,0.434230099,0.3,58,VPM,0,0.27
ZYE_0008,11/4/2020,1,p1,1,15,250,66,425,254,1,25,42,3856,182,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,115.94466,-308.88234,0.375368368,0.43,53,VPM,0,0.43
ZYE_0008,11/4/2020,1,p1,1,15,250,68,222,2212,8,29,42,3832,181,296,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,58.35024,-163.90296,0.356004797,0.33,59,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,72,833,643,1,27,36,3844,182,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,253.63026,-579.15234,0.437933584,0.27,60,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,15,250,82,409,283,7,35,43,3796,180,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,98.2449,-310.9509,0.315949881,0.43,55,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,15,250,87,78,10033,1,40,47,3766,179,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,25.46388,-52.15392,0.488244795,-0.23,27,VPM,0,0.53
ZYE_0008,11/4/2020,1,p1,1,15,250,90,490,6281,7,36,42,3790,180,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,131.28336,-358.54884,0.366151959,0.43,62,VPM,0,0.47
ZYE_0008,11/4/2020,1,p1,1,15,250,100,207,2821,8,43,42,3748,178,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,69.19146,-137.38374,0.503636457,0.3,39,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,15,250,105,340,344,8,48,41,3718,177,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,102.42648,-237.73932,0.430835253,0.37,44,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,107,206,505,8,2,42,3994,188,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,57.77694,-148.09626,0.390130986,0.33,49,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,15,250,110,114,9302,7,7,42,3964,187,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,23.90544,-89.88876,0.265944708,0.23,42,VPM,0,0.2
ZYE_0008,11/4/2020,1,p1,1,15,250,111,228,696,5,8,43,3958,187,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,71.80524,-156.50856,0.45879433,0.37,53,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,113,227,1762,1,16,42,3910,185,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,72.4113,-154.4049,0.468970221,0.37,55,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,15,250,114,343,1571,8,27,41,3844,182,296,253,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,111.66948,-231.42132,0.482537564,0.4,66,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,15,250,120,346,407,8,47,41,3724,177,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,115.80894,-230.20686,0.503064678,0.37,38,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,15,250,124,157,540,1,6,42,3970,187,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,43.69716,-113.17644,0.386097672,0.4,40,VPM,0,0.4
ZYE_0008,11/4/2020,1,p1,1,15,250,125,244,4024,8,3,41,3988,188,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,68.04486,-175.92354,0.386786555,0.33,41,VPM,0,0.3
ZYE_0008,11/4/2020,1,p1,1,15,250,127,165,876,1,39,42,3772,179,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,49.81392,-114.82848,0.433811542,0.33,56,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,15,250,128,177,359,8,43,42,3748,178,297,252,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,54.0423,-122.7213,0.440366098,0.33,56,VPM,0,0.33
ZYE_0008,11/4/2020,1,p1,1,15,250,134,133,785,1,4,42,3982,188,296,254,Ventral posteromedial nucleus of the thalamus,VPM,FF8084,39.94848,-93.22092,0.428535569,0.37,38,VPM,0,0.37
ZYE_0008,11/4/2020,1,p1,1,16,250,0,637,316,1,1,41,4250,199,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,181.2213,-455.5629,0.39779644,0.43,60,VPL,0,0.4
ZYE_0008,11/4/2020,1,p1,1,16,250,1,196,32202,1,1,42,4250,199,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,53.3286,-143.0442,0.37281204,0.13,20,VPL,0,0.17
ZYE_0008,11/4/2020,1,p1,1,16,250,2,186,34067,8,1,42,4250,199,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,58.53744,-127.53936,0.458975488,0.23,18,VPL,0,0.23
ZYE_0008,11/4/2020,1,p1,1,16,250,3,671,717,1,2,42,4244,199,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,196.87356,-474.30864,0.415074792,0.4,79,VPL,0,0.37
ZYE_0008,11/4/2020,1,p1,1,16,250,4,224,304,1,2,42,4244,199,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,35.79264,-187.81776,0.190571115,0.13,29,VPL,0,0.13
ZYE_0008,11/4/2020,1,p1,1,16,250,5,183,36201,8,1,43,4250,199,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,45.59256,-137.79324,0.330876609,0.53,56,VPL,0,0.53
ZYE_0008,11/4/2020,1,p1,1,16,250,6,720,2198,1,3,41,4238,198,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,227.13678,-492.95142,0.460769096,0.37,73,VPL,0,0.33
ZYE_0008,11/4/2020,1,p1,1,16,250,7,207,1605,7,4,42,4232,198,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,61.893,-144.8928,0.427164083,0.5,54,VPL,0,0.47
ZYE_0008,11/4/2020,1,p1,1,16,250,9,220,9898,7,4,42,4232,198,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,42.08958,-177.44922,0.237192251,0.17,26,VPL,0,0.17
ZYE_0008,11/4/2020,1,p1,1,16,250,12,379,8955,6,6,42,4220,198,295,256,Ventral posterolateral nucleus of the thalamus,VPL,FF8084,120.87504,-258.13476,0.468263321,0.53,61,VPL,0,0.57
